"prefix","idorgNamespace","title","description","sourceType","baseUri","alternatePrefixes","licence","versionInfo"
"tgd","tgd","Tetrahymena Genome Database","The Tetrahymena Genome Database (TGD) Wiki is a database of information about the Tetrahymena thermophila genome sequence. It provides information curated from the literature about each published gene, including a standardized gene name, a link to the genomic locus, gene product annotations utilizing the Gene Ontology, and links to published literature.","DATABASE","","tgd,TGD","None","None"
"cmr.gene","cmr.gene","CMR Gene","The Comprehensive Microbial Resource (CMR) contains annotation for all complete microbial genomes and allows for a wide variety of data retrievals. This collection refers to the Gene Page which provides information pertaining to a specific gene such as the Locus Name, Gene Symbol, Coordinates, DNA Molecule Name, and Gene Length.","DATABASE","","cmr.gene,CMR.GENE","None","None"
"TIGRFAMS","tigrfam","TIGRFAMS","TIGRFAMs is a resource consisting of curated multiple sequence alignments, Hidden Markov Models (HMMs) for protein sequence classification, and associated information designed to support automated annotation of (mostly prokaryotic) proteins.","DATABASE","","tigrfam,TIGRFAM,TIGRFAMS,tigrfams","None","None"
"atfdb.family","atfdb.family","Animal TFDB Family","The Animal Transcription Factor DataBase (AnimalTFDB) classifies TFs in sequenced animal genomes, as well as collecting the transcription co-factors and chromatin remodeling factors of those genomes. This collections refers to transcription factor families, and the species in which they are found.","DATABASE","","atfdb.family,ATFDB.FAMILY","None","None"
"iuphar.family","iuphar.family","IUPHAR family","The IUPHAR Compendium details the molecular, biophysical and pharmacological properties of identified mammalian sodium, calcium and potassium channels, as well as the related cyclic nucleotide-modulated ion channels and the recently described transient receptor potential channels. It includes information on nomenclature systems, and on inter and intra-species molecular structure variation. This collection references families of receptors or subunits.","DATABASE","","iuphar.family,IUPHAR.FAMILY","None","None"
"dbg2introns","dbg2introns","DBG2 Introns","The Database for Bacterial Group II Introns  provides a catalogue of full-length, non-redundant group II introns present in bacterial DNA sequences in GenBank.","DATABASE","","dbg2introns,DBG2INTRONS","None","None"
"sdbs","sdbs","Spectral Database for Organic Compounds","The Spectral Database for Organic Compounds (SDBS) is an integrated spectral database system for organic compounds. It provides access to 6 different types of spectra for each compound, including Mass spectrum (EI-MS), a Fourier transform infrared spectrum (FT-IR), and NMR spectra.","DATABASE","","sdbs,SDBS","None","None"
"Vbase2","vbase2","Vbase2","The database VBASE2 provides germ-line sequences of human and mouse immunoglobulin variable (V) genes.","DATABASE","","vbase2,VBASE2,Vbase2","None","None"
"spike.map","spike.map","SPIKE Map","SPIKE (Signaling Pathways Integrated Knowledge Engine) is a repository that can store, organise and allow retrieval of pathway information in a way that will be useful for the research community. The database currently focuses primarily on pathways describing DNA damage response, cell cycle, programmed cell death and hearing related pathways. Pathways are regularly updated, and additional pathways are gradually added. The complete database and the individual maps are freely exportable in several formats. This collection references pathway maps.","DATABASE","","spike.map,SPIKE.MAP","None","None"
"METLIN","metlin","METLIN","The METLIN (Metabolite and Tandem Mass Spectrometry) Database is a repository of metabolite information as well as tandem mass spectrometry data, providing public access to its comprehensive MS and MS/MS metabolite data. An annotated list of known metabolites and their mass, chemical formula, and structure are available, with each metabolite linked to external resources for further reference and inquiry.","DATABASE","","metlin,METLIN","None","None"
"GeneCards","genecards","GeneCards","The GeneCards human gene database stores gene related transcriptomic, genetic, proteomic, functional and disease information. It uses standard nomenclature and approved gene symbols. GeneCards presents a complete summary for each human gene.","DATABASE","","genecards,GENECARDS,GeneCards","None","None"
"MMRRC","mmrrc","MMRRC","The MMRRC database is a repository of available mouse stocks and embryonic stem cell line collections.","DATABASE","","mmrrc,MMRRC","None","None"
"umbbd.reaction","umbbd.reaction","UM-BBD Reaction","The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The goal of the UM-BBD is to provide information on microbial enzyme-catalyzed reactions that are important for biotechnology. This collection refers to reaction information.","DATABASE","","umbbd.reaction,UMBBD.REACTION","None","None"
"umbbd.enzyme","umbbd.enzyme","UM-BBD Enzyme","The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The goal of the UM-BBD is to provide information on microbial enzyme-catalyzed reactions that are important for biotechnology. This collection refers to enzyme information.","DATABASE","","umbbd.enzyme,UMBBD.ENZYME","None","None"
"umbbd.pathway","umbbd.pathway","UM-BBD Pathway","The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The goal of the UM-BBD is to provide information on microbial enzyme-catalyzed reactions that are important for biotechnology. This collection refers to pathway information.","DATABASE","","umbbd.pathway,UMBBD.PATHWAY","None","None"
"umbbd.rule","umbbd.rule","UM-BBD Biotransformation Rule","The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The UM-BBD Pathway Prediction System (PPS) predicts microbial catabolic reactions using substructure searching, a rule-base, and atom-to-atom mapping. The PPS recognizes organic functional groups found in a compound and predicts transformations based on biotransformation rules. These rules are based on reactions found in the UM-BBD database. This collection references those rules.","DATABASE","","umbbd.rule,UMBBD.RULE","None","None"
"mirEX","mirex","mirEX","mirEX is a comprehensive platform for comparative analysis of primary microRNA expression data, storing RT–qPCR-based gene expression profile over seven development stages of Arabidopsis. It also provides RNA structural models, publicly available deep sequencing results and experimental procedure details. This collection provides profile information for a single microRNA over all development stages.","DATABASE","","mirex,MIREX,mirEX","None","None"
"dictybase.est","dictybase.est","Dictybase EST","The dictyBase database provides data on the model organism Dictyostelium discoideum and related species. It contains the complete genome sequence, ESTs, gene models and functional annotations. This collection references expressed sequence tag (EST) information.","DATABASE","","dictybase.est,DICTYBASE.EST","None","None"
"imgt.hla","imgt.hla","IMGT HLA","IMGT, the international ImMunoGeneTics project, is a collection of high-quality integrated databases specialising in Immunoglobulins, T cell receptors and the Major Histocompatibility Complex (MHC) of all vertebrate species. IMGT/HLA is a database for sequences of the human MHC, referred to as HLA. It includes all the official sequences for the WHO Nomenclature Committee For Factors of the HLA System. This collection references allele information through the WHO nomenclature.","DATABASE","","imgt.hla,IMGT.HLA","None","None"
"Flystock","flystock","Flystock","The Bloomington Drosophila Stock Center collects, maintains and distributes Drosophila melanogaster strains for research.","DATABASE","","flystock,FLYSTOCK,Flystock","None","None"
"OPM","opm","OPM","The Orientations of Proteins in Membranes (OPM) database provides spatial positions of membrane-bound peptides and proteins of known three-dimensional structure in the lipid bilayer, together with their structural classification, topology and intracellular localization.","DATABASE","","opm,OPM","None","None"
"Allergome","allergome","Allergome","Allergome is a repository of data related to all IgE-binding compounds. Its purpose is to collect a list of allergenic sources and molecules by using the widest selection criteria and sources.","DATABASE","","allergome,ALLERGOME,Allergome","None","None"
"PomBase","pombase","PomBase","PomBase is a model organism database established to provide access to molecular data and biological information for the fission yeast Schizosaccharomyces pombe. It encompasses annotation of genomic sequence and features, comprehensive manual literature curation and genome-wide data sets.","DATABASE","","pombase,POMBASE,PomBase","None","None"
"HPA","hpa","HPA","The Human Protein Atlas (HPA) is a publicly available database with high-resolution images showing the spatial distribution of proteins in different normal and cancer human cell lines. Primary access to this collection is through Ensembl Gene ids.","DATABASE","","hpa,HPA","None","None"
"jaxmice","jaxmice","JAX Mice","JAX Mice is a catalogue of mouse strains supplied by the Jackson Laboratory.","DATABASE","","jaxmice,JAXMICE","None","None"
"ubio.namebank","ubio.namebank","uBio NameBank","NameBank is a \"biological name server\" focused on storing names and objectively-derived nomenclatural attributes. NameBank is a repository for all recorded names including scientific names, vernacular (or common names), misspelled names, as well as ad-hoc nomenclatural labels that may have limited context.","DATABASE","","ubio.namebank,UBIO.NAMEBANK","None","None"
"YeTFasCo","yetfasco","YeTFasCo","The Yeast Transcription Factor Specificity Compendium (YeTFasCO) is a database of transcription factor specificities for the yeast Saccharomyces cerevisiae in Position Frequency Matrix (PFM) or Position Weight Matrix (PWM) formats.","DATABASE","","yetfasco,YETFASCO,YeTFasCo","None","None"
"TarBase","tarbase","TarBase","TarBase stores microRNA (miRNA) information for miRNA–gene interactions, as well as miRNA- and gene-related facts to information specific to the interaction and the experimental validation methodologies used.","DATABASE","","tarbase,TARBASE,TarBase","None","None"
"CharProt","charprot","CharProt","CharProt is a database of biochemically characterized proteins designed to support automated annotation pipelines. Entries are annotated with gene name, symbol and various controlled vocabulary terms, including Gene Ontology terms, Enzyme Commission number and TransportDB accession.","DATABASE","","charprot,CHARPROT,CharProt","None","None"
"oma.protein","oma.protein","OMA Protein","OMA (Orthologous MAtrix) is a database that identifies orthologs among publicly available, complete genome sequences. It identifies orthologous relationships which can be accessed either group-wise, where all group members are orthologous to all other group members, or on a sequence-centric basis, where for a given protein all its orthologs in all other species are displayed. This collection references individual protein records.","DATABASE","","oma.protein,OMA.PROTEIN","None","None"
"oma.grp","oma.grp","OMA Group","OMA (Orthologous MAtrix) is a database that identifies orthologs among publicly available, complete genome sequences. It identifies orthologous relationships which can be accessed either group-wise, where all group members are orthologous to all other group members, or on a sequence-centric basis, where for a given protein all its orthologs in all other species are displayed. This collection references groupings of orthologs.","DATABASE","","oma.grp,OMA.GRP","None","None"
"ncbiprotein","ncbiprotein","NCBI Protein","The Protein database is a collection of sequences from several sources, including translations from annotated coding regions in GenBank, RefSeq and TPA, as well as records from SwissProt, PIR, PRF, and PDB.","DATABASE","","ncbiprotein,NCBIPROTEIN","None","None"
"GenPept","genpept","GenPept","The GenPept database is a collection of sequences based on translations from annotated coding regions in GenBank.","DATABASE","","genpept,GENPEPT,GenPept","None","None"
"UniGene","unigene","UniGene","A UniGene entry is a set of transcript sequences that appear to come from the same transcription locus (gene or expressed pseudogene), together with information on protein similarities, gene expression, cDNA clone reagents, and genomic location.","DATABASE","","unigene,UNIGENE,UniGene","None","None"
"bitterdb.rec","bitterdb.rec","BitterDB Receptor","BitterDB is a database of compounds reported to taste bitter to humans. The compounds can be searched by name, chemical structure, similarity to other bitter compounds, association with a particular human bitter taste receptor, and so on. The database also contains information on mutations in bitter taste receptors that were shown to influence receptor activation by bitter compounds. The aim of BitterDB is to facilitate studying the chemical features associated with bitterness. This collection references receptors.","DATABASE","","bitterdb.rec,BITTERDB.REC","None","None"
"bitterdb.cpd","bitterdb.cpd","BitterDB Compound","BitterDB is a database of compounds reported to taste bitter to humans. The compounds can be searched by name, chemical structure, similarity to other bitter compounds, association with a particular human bitter taste receptor, and so on. The database also contains information on mutations in bitter taste receptors that were shown to influence receptor activation by bitter compounds. The aim of BitterDB is to facilitate studying the chemical features associated with bitterness. This collection references compounds.","DATABASE","","bitterdb.cpd,BITTERDB.CPD","None","None"
"BioProject","bioproject","BioProject","BioProject provides an organizational framework to access metadata about research projects and the data from the projects that are deposited into different databases. It provides information about a project’s scope, material, objectives, funding source and general relevance categories.","DATABASE","","bioproject,BIOPROJECT,BioProject","None","None"
"BioSample","biosample","BioSample","The BioSample Database stores information about biological samples used in molecular experiments, such as sequencing, gene expression or proteomics. It includes reference samples, such as cell lines, which are repeatedly used in experiments. Accession numbers for the reference samples will be exchanged with a similar database at NCBI, and DDBJ (Japan). Record access may be affected due to different release cycles and inter-institutional synchronisation.","DATABASE","","biosample,BIOSAMPLE,BioSample","None","None"
"PiroplasmaDB","piroplasma","PiroplasmaDB","PiroplasmaDB is one of the databases that can be accessed through the EuPathDB (http://EuPathDB.org; formerly ApiDB) portal, covering eukaryotic pathogens of the genera Cryptosporidium, Giardia, Leishmania, Neospora, Plasmodium, Toxoplasma, Trichomonas and Trypanosoma. While each of these groups is supported by a taxon-specific database built upon the same infrastructure, the EuPathDB portal offers an entry point to all these resources, and the opportunity to leverage orthology for searches across genera.","DATABASE","","piroplasma,PIROPLASMA,PiroplasmaDB,piroplasmadb,PIROPLASMADB","None","None"
"Unite","unite","Unite","UNITE is a fungal rDNA internal transcribed spacer (ITS) sequence database. It focuses on high-quality ITS sequences generated from fruiting bodies collected and identified by experts and deposited in public herbaria. Entries may be supplemented with metadata on describing locality, habitat, soil, climate, and interacting taxa.","DATABASE","","unite,UNITE,Unite","None","None"
"NCIm","ncim","NCIm","NCI Metathesaurus (NCIm) is a wide-ranging biomedical terminology database that covers most terminologies used by NCI for clinical care, translational and basic research, and public information and administrative activities. It integrates terms and definitions from different terminologies, including NCI Thesaurus, however the representation is not identical.","DATABASE","","ncim,NCIM,NCIm","None","None"
"ProGlycProt","proglyc","ProGlycProt","ProGlycProt (Prokaryotic Glycoprotein) is a repository of bacterial and archaeal glycoproteins with at least one experimentally validated glycosite (glycosylated residue). Each entry in the database is fully cross-referenced and enriched with available published information about source organism, coding gene, protein, glycosites, glycosylation type, attached glycan, associated oligosaccharyl/glycosyl transferases (OSTs/GTs), supporting references, and applicable additional information.","DATABASE","","proglyc,PROGLYC,ProGlycProt,proglycprot,PROGLYCPROT","None","None"
"PolBase","polbase","PolBase","Polbase is a database of DNA polymerases providing information on polymerase protein sequence, target DNA sequence, enzyme structure, sequence mutations and details on polymerase activity.","DATABASE","","polbase,POLBASE,PolBase","None","None"
"NucleaRDB","nuclearbd","NucleaRDB","NucleaRDB is an information system that stores heterogenous data on Nuclear Hormone Receptors (NHRs). It contains data on sequences, ligand binding constants and mutations for NHRs.","DATABASE","","nuclearbd,NUCLEARBD,NucleaRDB,nucleardb,NUCLEARDB","None","None"
"SUPFAM","supfam","SUPFAM","SUPERFAMILY provides structural, functional and evolutionary information for proteins from all completely sequenced genomes, and large sequence collections such as UniProt.","DATABASE","","supfam,SUPFAM","None","None"
"ricegap","ricegap","Rice Genome Annotation Project","The objective of this project is to provide high quality annotation for the rice genome Oryza sativa spp japonica cv Nipponbare. All genes are annotated with functional annotation including expression data, gene ontologies, and tagged lines.","DATABASE","","ricegap,RICEGAP","None","None"
"PINA","pina","PINA","Protein Interaction Network Analysis (PINA) platform is an integrated platform for protein interaction network construction, filtering, analysis, visualization and management. It integrates protein-protein interaction data from six public curated databases and builds a complete, non-redundant protein interaction dataset for six model organisms.","DATABASE","","pina,PINA","None","None"
"tissuelist","tissuelist","Tissue List","The UniProt Tissue List is a controlled vocabulary of terms used to annotate biological tissues. It also contains cross-references to other ontologies where tissue types are specified.","DATABASE","","tissuelist,TISSUELIST","None","None"
"bacmap.biog","bacmap.biog","BacMap Biography","BacMap is an electronic, interactive atlas of fully sequenced bacterial genomes. It contains labeled, zoomable and searchable chromosome maps for sequenced prokaryotic (archaebacterial and eubacterial) species. Each map can be zoomed to the level of individual genes and each gene is hyperlinked to a richly annotated gene card. All bacterial genome maps are supplemented with separate prophage genome maps as well as separate tRNA and rRNA maps. Each bacterial chromosome entry in BacMap contains graphs and tables on a variety of gene and protein statistics. Likewise, every bacterial species entry contains a bacterial 'biography' card, with taxonomic details, phenotypic details, textual descriptions and images. This collection references 'biography' information.","DATABASE","","bacmap.biog,BACMAP.BIOG","None","None"
"hgnc.symbol","hgnc.symbol","HGNC Symbol","The HGNC (HUGO Gene Nomenclature Committee) provides an approved gene name and symbol (short-form abbreviation) for each known human gene. All approved symbols are stored in the HGNC database, and each symbol is unique. This collection refers to records using the HGNC symbol.","DATABASE","","hgnc.symbol,HGNC.SYMBOL","None","None"
"panther.pathway","panther.pathway","PANTHER Pathway","The PANTHER (Protein ANalysis THrough Evolutionary Relationships) Classification System is a resource that classifies genes by their functions, using published scientific experimental evidence and evolutionary relationships to predict function even in the absence of direct experimental evidence. The PANTHER Pathway collection references pathway information, primarily for signaling pathways, each with subfamilies and protein sequences mapped to individual pathway components.","DATABASE","","panther.pathway,PANTHER.PATHWAY","None","None"
"BioSharing","biosharing","BioSharing","The web-based BioSharing catalogues aim to centralize bioscience data policies, reporting standards and links to other related portals. This collection references bioinformatics data exchange standards, which includes 'Reporting Guidelines', Format Specifications and Terminologies.","DATABASE","","biosharing,BIOSHARING,BioSharing","None","None"
"FungiDB","fungidb","FungiDB","FungiDB is a genomic resource for fungal genomes. It contains contains genome sequence and annotation from several fungal classes, including the Ascomycota classes, Eurotiomycetes, Sordariomycetes, Saccharomycetes and the Basidiomycota orders, Pucciniomycetes and Tremellomycetes, and the basal 'Zygomycete' lineage Mucormycotina.","DATABASE","","fungidb,FUNGIDB,FungiDB","None","None"
"DARC","darc","DARC","DARC (Database of Aligned Ribosomal Complexes) stores available cryo-EM (electron microscopy) data and atomic coordinates of ribosomal particles from the PDB, which are aligned within a common coordinate system. The aligned coordinate system simplifies direct visualization of conformational changes in the ribosome, such as subunit rotation and head-swiveling, as well as direct comparison of bound ligands, such as antibiotics or translation factors.","DATABASE","","darc,DARC","None","None"
"DRSC","drsc","DRSC","The DRSC (Drosophila RNAi Screening Cente) tracks both production of reagents for RNA interference (RNAi) screening in Drosophila cells and RNAi screen results. It maintains a list of Drosophila gene names, ids, symbols and synonyms and provides  information for cell-based or in vivo RNAi reagents, other types of reagents, screen results, etc. corresponding for a given gene.","DATABASE","","drsc,DRSC","None","None"
"oridb.schizo","oridb.schizo","OriDB Schizosaccharomyces","OriDB is a database of collated genome-wide mapping studies of confirmed and predicted replication origin sites in Saccharomyces cerevisiae and the fission yeast Schizosaccharomyces pombe. This collection references Schizosaccharomyces pombe.","DATABASE","","oridb.schizo,ORIDB.SCHIZO","None","None"
"oridb.sacch","oridb.sacch","OriDB Saccharomyces","OriDB is a database of collated genome-wide mapping studies of confirmed and predicted replication origin sites in Saccharomyces cerevisiae and the fission yeast Schizosaccharomyces pombe. This collection references Saccharomyces cerevisiae.","DATABASE","","oridb.sacch,ORIDB.SACCH","None","None"
"PSCDB","pscdb","PSCDB","The PSCDB (Protein Structural Change DataBase) collects information on the relationship between protein structural change upon ligand binding. Each entry page provides detailed information about this structural motion.","DATABASE","","pscdb,PSCDB","None","None"
"SCOP","scop","SCOP","The SCOP (Structural Classification of Protein) database is a comprehensive ordering of all proteins of known structure according to their evolutionary, functional and structural relationships. The basic classification unit is the protein domain. Domains are hierarchically classified into species, proteins, families, superfamilies, folds, and classes.","DATABASE","","scop,SCOP","None","None"
"ENA","ena.embl","ENA","The European Nucleotide Archive (ENA) captures and presents information relating to experimental workflows that are based around nucleotide sequencing. ENA is made up of a number of distinct databases that includes EMBL-Bank, the Sequence Read Archive (SRA) and the Trace Archive each with their own data formats and standards. This collection references Embl-Bank ids.","DATABASE","","ena.embl,ENA.EMBL,ENA,ena","None","None"
"DOMMINO","dommino","DOMMINO","DOMMINO is a database of macromolecular interactions that includes the interactions between protein domains, interdomain linkers, N- and C-terminal regions and protein peptides.","DATABASE","","dommino,DOMMINO","None","None"
"panther.node","panther.node","PANTHER Node","The PANTHER (Protein ANalysis THrough Evolutionary Relationships) Classification System is a resource that classifies genes by their functions, using published scientific experimental evidence and evolutionary relationships to predict function even in the absence of direct experimental evidence. PANTHER tree is a key element of the PANTHER System to represent ‘all’ of the evolutionary events in the gene family. PANTHER nodes represent the evolutionary events, either speciation or duplication, within the tree. PANTHER is maintaining stable identifier for these nodes.","DATABASE","","panther.node,PANTHER.NODE","None","None"
"ccds","ccds","Consensus CDS","The Consensus CDS (CCDS) project is a collaborative effort to identify a core set of human and mouse protein coding regions that are consistently annotated and of high quality. The CCDS set is calculated following coordinated whole genome annotation updates carried out by the NCBI, WTSI, and Ensembl. The long term goal is to support convergence towards a standard set of gene annotations.","DATABASE","","ccds,CCDS","None","None"
"lrg","lrg","Locus Reference Genomic","Locus Reference Genomic (LRG) provides ids to stable genomic DNA sequences for regions of the human genome, providing a recognized reference-sequence standard for reporting sequence variants. LRG is maintained by the NCBI and the European Bioinformatics Institute (EBI).","DATABASE","","lrg,LRG","None","None"
"HPRD","hprd","HPRD","The Human Protein Reference Database (HPRD) represents a centralized platform to visually depict and integrate information pertaining to domain architecture, post-translational modifications, interaction networks and disease association for each protein in the human proteome.","DATABASE","","hprd,HPRD","None","None"
"gxa.gene","gxa.gene","GXA Gene","The Gene Expression Atlas (GXA) is a semantically enriched database of meta-analysis based summary statistics over a curated subset of ArrayExpress Archive, servicing queries for condition-specific gene expression patterns as well as broader exploratory searches for biologically interesting genes/samples. This collection references genes.","DATABASE","","gxa.gene,GXA.GENE","None","None"
"gxa.expt","gxa.expt","GXA Expt","The Gene Expression Atlas (GXA) is a semantically enriched database of meta-analysis based summary statistics over a curated subset of ArrayExpress Archive, servicing queries for condition-specific gene expression patterns as well as broader exploratory searches for biologically interesting genes/samples. This collection references experiments.","DATABASE","","gxa.expt,GXA.EXPT","None","None"
"MetaboLights","metabolights","MetaboLights","MetaboLights is a database for Metabolomics experiments and derived information. The database is cross-species, cross-technique and covers metabolite structures and their reference spectra as well as their biological roles, locations and concentrations, and experimental data from metabolic experiments. This collection references individual metabolomics studies.","DATABASE","","metabolights,METABOLIGHTS,MetaboLights","None","None"
"nbn","nbn","National Bibliography Number","The National Bibliography Number (NBN), is a URN-based publication identifier system employed by a variety of national libraries such as those of Germany, the Netherlands and Switzerland.  They are used to identify documents archived in national libraries, in their native format or language, and are typically used for documents which do not have a publisher-assigned identifier.","DATABASE","","nbn,NBN","None","None"
"ORCID","orcid","ORCID","ORCID (Open Researcher and Contributor ID) is an open, non-profit, community-based effort to create and maintain a registry of unique ids for individual researchers. ORCID records hold non-sensitive information such as name, email, organization name, and research activities.","DATABASE","","orcid,ORCID","None","None"
"InChI","inchi","InChI","The IUPAC International Chemical Identifier (InChI) is a non-proprietary identifier for chemical substances that can be used in printed and electronic data sources. It is derived solely from a structural representation of that substance, such that a single compound always yields the same identifier.","DATABASE","","inchi,INCHI,InChI","None","None"
"wikipedia.en","wikipedia.en","Wikipedia (En)","Wikipedia is a multilingual, web-based, free-content encyclopedia project based on an openly editable model. It is written collaboratively by largely anonymous Internet volunteers who write without pay.","DATABASE","","wikipedia.en,WIKIPEDIA.EN","None","None"
"phosphopoint.kinase","phosphopoint.kinase","PhosphoPoint Kinase","PhosphoPOINT is a database of the human kinase and phospho-protein interactome. It describes the interactions among kinases, their potential substrates and their interacting (phospho)-proteins. It also incorporates gene expression and uses gene ontology (GO) terms to annotate interactions. This collection references kinase information.","DATABASE","","phosphopoint.kinase,PHOSPHOPOINT.KINASE","None","None"
"phosphopoint.protein","phosphopoint.protein","PhosphoPoint Phosphoprotein","PhosphoPOINT is a database of the human kinase and phospho-protein interactome. It describes the interactions among kinases, their potential substrates and their interacting (phospho)-proteins. It also incorporates gene expression and uses gene ontology (GO) terms to annotate interactions. This collection references phosphoprotein information.","DATABASE","","phosphopoint.protein,PHOSPHOPOINT.PROTEIN","None","None"
"InChIKey","inchikey","InChIKey","The IUPAC International Chemical Identifier (InChI, see MIR:00000383) is an identifier for chemical substances, and is derived solely from a structural representation of that substance. Since these can be quite unwieldly, particularly for web use, the InChIKey was developed. These are of a fixed length (25 character) and were created as a condensed, more web friendly, digital representation of the InChI.","DATABASE","","inchikey,INCHIKEY,InChIKey","None","None"
"uniprot.isoform","uniprot.isoform","UniProt Isoform","The UniProt Knowledgebase (UniProtKB) is a comprehensive resource for protein sequence and functional information with extensive cross-references to more than 120 external databases. This collection is a subset of UniProtKB, and provides a means to reference isoform information.","DATABASE","","uniprot.isoform,UNIPROT.ISOFORM","None","None"
"kegg.environ","kegg.environ","KEGG Environ","KEGG ENVIRON (renamed from EDRUG) is a collection of crude drugs, essential oils, and other health-promoting substances, which are mostly natural products of plants. It will contain environmental substances and other health-damagine substances as well. Each KEGG ENVIRON entry is identified by the E number and is associated with the chemical component, efficacy information, and source species information whenever applicable.","DATABASE","","kegg.environ,KEGG.ENVIRON","None","None"
"CLDB","cldb","CLDB","The Cell Line Data Base (CLDB) is a reference information source for human and animal cell lines. It provides the characteristics of the cell lines and their availability through  distributors, allowing cell line requests to be made from collections and laboratories.","DATABASE","","cldb,CLDB","None","None"
"HGMD","hgmd","HGMD","The Human Gene Mutation Database (HGMD) collates data on germ-line mutations in nuclear genes associated with human inherited disease. It includes information on single base-pair substitutions in coding, regulatory and splicing-relevant regions; micro-deletions and micro-insertions; indels; triplet repeat expansions as well as gross deletions; insertions; duplications; and complex rearrangements. Each mutation entry is unique, and includes cDNA reference sequences for most genes, splice junction sequences, disease-associated and functional polymorphisms, as well as links to data present in publicly available online locus-specific mutation databases.","DATABASE","","hgmd,HGMD","None","None"
"aphidbase.transcript","aphidbase.transcript","AphidBase Transcript","AphidBase is a centralized bioinformatic resource that was developed to facilitate community annotation of the pea aphid genome by the International Aphid Genomics Consortium (IAGC). The AphidBase Information System was designed to organize and distribute genomic data and annotations for a large international community. This collection references the transcript report, which describes genomic location, sequence and exon information.","DATABASE","","aphidbase.transcript,APHIDBASE.TRANSCRIPT","None","None"
"affy.probeset","affy.probeset","Affymetrix Probeset","An Affymetrix ProbeSet is a collection of up to 11 short (~22 nucleotide) microarray probes designed to measure a single gene or a family of genes as a unit. Multiple probe sets may be available for each gene under consideration.","DATABASE","","affy.probeset,AFFY.PROBESET","None","None"
"TreeFam","treefam","TreeFam","TreeFam is a database of phylogenetic trees of gene families found in animals. Automatically generated trees are curated, to create a curated resource that presents the accurate evolutionary history of all animal gene families, as well as reliable ortholog and paralog assignments.","DATABASE","","treefam,TREEFAM,TreeFam","None","None"
"CAPS-DB","caps","CAPS-DB","CAPS-DB is a structural classification of helix-cappings or caps compiled from protein structures. The regions of the polypeptide chain immediately preceding or following an alpha-helix are known as Nt- and Ct cappings, respectively. Caps extracted from protein structures have been structurally classified based on geometry and conformation and organized in a tree-like hierarchical classification where the different levels correspond to different properties of the caps.","DATABASE","","caps,CAPS,CAPS-DB,caps-db","None","None"
"cubedb","cubedb","Cube db","Cube-DB is a database of pre-evaluated results for detection of functional divergence in human/vertebrate protein families. It analyzes comparable taxonomical samples for all paralogues under consideration, storing functional specialisation at the level of residues. The data are presented as a table of per-residue scores, and mapped onto related structures where available.","DATABASE","","cubedb,CUBEDB","None","None"
"IDEAL","ideal","IDEAL","IDEAL provides a collection of knowledge on experimentally verified intrinsically disordered proteins. It contains manual annotations by curators on intrinsically disordered regions, interaction regions to other molecules, post-translational modification sites, references and structural domain assignments.","DATABASE","","ideal,IDEAL","None","None"
"STAP","stap","STAP","STAP (Statistical Torsional Angles Potentials) was developed since, according to several studies, some nuclear magnetic resonance (NMR) structures are of lower quality, are less reliable and less suitable for structural analysis than high-resolution X-ray crystallographic structures. The refined NMR solution structures (statistical torsion angle potentials; STAP) in the database are refined from the Protein Data Bank (PDB).","DATABASE","","stap,STAP","None","None"
"Pocketome","pocketome","Pocketome","Pocketome is an encyclopedia of conformational ensembles of all druggable binding sites that can be identified experimentally from co-crystal structures in the Protein Data Bank. Each Pocketome entry corresponds to a small molecule binding site in a protein which has been co-crystallized in complex with at least one drug-like small molecule, and is represented in at least two PDB entries.","DATABASE","","pocketome,POCKETOME,Pocketome","None","None"
"gold.genome","gold.genome","GOLD genome","The GOLD (Genomes OnLine Database)is a resource for centralized monitoring of genome and metagenome projects worldwide. It stores information on complete and ongoing projects, along with their associated metadata. This collection references the sequencing status of individual genomes.","DATABASE","","gold.genome,GOLD.GENOME","None","None"
"gold.meta","gold.meta","GOLD metadata","The GOLD (Genomes OnLine Database)is a resource for centralized monitoring of genome and metagenome projects worldwide. It stores information on complete and ongoing projects, along with their associated metadata. This collection references metadata associated with samples.","DATABASE","","gold.meta,GOLD.META","None","None"
"bugbase.protocol","bugbase.protocol","BugBase Protocol","BugBase is a MIAME-compliant microbial gene expression and comparative genomic database. It stores experimental annotation and multiple raw and analysed data formats, as well as protocols for bacterial microarray designs. This collection references design protocols.","DATABASE","","bugbase.protocol,BUGBASE.PROTOCOL","None","None"
"bugbase.expt","bugbase.expt","BugBase Expt","BugBase is a MIAME-compliant microbial gene expression and comparative genomic database. It stores experimental annotation and multiple raw and analysed data formats, as well as protocols for bacterial microarray designs. This collection references microarray experiments.","DATABASE","","bugbase.expt,BUGBASE.EXPT","None","None"
